,test_path,labels,pred,label_score,pred_score
2416,./test/rusak/Japan_002357.jpg,rusak,rusak,1,1
2705,./test/rusak/Japan_006545.jpg,rusak,rusak,1,1
3980,./test/rusak/United_States_003973.jpg,rusak,rusak,1,1
1703,./test/rusak/China_MotorBike_001846.jpg,rusak,rusak,1,1
989,./test/normal/Norway_005556.jpg,normal,normal,0,0
1647,./test/rusak/China_MotorBike_001275.jpg,rusak,rusak,1,1
4021,./test/rusak/United_States_004321.jpg,rusak,rusak,1,1
1808,./test/rusak/Czech_003279.jpg,rusak,normal,1,0
3969,./test/rusak/United_States_003890.jpg,rusak,rusak,1,1
3071,./test/rusak/Japan_011636.jpg,rusak,rusak,1,1
939,./test/normal/Norway_004678.jpg,normal,rusak,0,1
2410,./test/rusak/Japan_002256.jpg,rusak,rusak,1,1
263,./test/normal/India_002624.jpg,normal,rusak,0,1
2730,./test/rusak/Japan_006989.jpg,rusak,rusak,1,1
3601,./test/rusak/United_States_000075.jpg,rusak,rusak,1,1
2350,./test/rusak/Japan_001245.jpg,rusak,rusak,1,1
1069,./test/normal/Norway_006519.jpg,normal,normal,0,0
71,./test/normal/Czech_001405.jpg,normal,normal,0,0
2033,./test/rusak/India_004185.jpg,rusak,normal,1,0
1670,./test/rusak/China_MotorBike_001492.jpg,rusak,rusak,1,1
1732,./test/rusak/Czech_000738.jpg,rusak,normal,1,0
2300,./test/rusak/Japan_000551.jpg,rusak,rusak,1,1
169,./test/normal/Czech_003594.jpg,normal,normal,0,0
1560,./test/rusak/China_MotorBike_000428.jpg,rusak,rusak,1,1
3016,./test/rusak/Japan_010769.jpg,rusak,rusak,1,1
3454,./test/rusak/Norway_006587.jpg,rusak,normal,1,0
951,./test/normal/Norway_004862.jpg,normal,rusak,0,1
2559,./test/rusak/Japan_004420.jpg,rusak,rusak,1,1
2307,./test/rusak/Japan_000608.jpg,rusak,rusak,1,1
648,./test/normal/Norway_000201.jpg,normal,normal,0,0
1900,./test/rusak/India_000797.jpg,rusak,rusak,1,1
871,./test/normal/Norway_003655.jpg,normal,normal,0,0
2923,./test/rusak/Japan_009586.jpg,rusak,rusak,1,1
1835,./test/rusak/F_12770.jpeg,rusak,rusak,1,1
97,./test/normal/Czech_001960.jpg,normal,normal,0,0
3072,./test/rusak/Japan_011660.jpg,rusak,rusak,1,1
3307,./test/rusak/Norway_002138.jpg,rusak,normal,1,0
159,./test/normal/Czech_003416.jpg,normal,normal,0,0
368,./test/normal/India_005107.jpg,normal,rusak,0,1
1303,./test/rusak/China_Drone_000389.jpg,rusak,rusak,1,1
1127,./test/normal/Norway_007263.jpg,normal,rusak,0,1
1328,./test/rusak/China_Drone_000611.jpg,rusak,rusak,1,1
2920,./test/rusak/Japan_009552.jpg,rusak,rusak,1,1
1095,./test/normal/Norway_006903.jpg,normal,normal,0,0
3359,./test/rusak/Norway_003894.jpg,rusak,rusak,1,1
553,./test/normal/India_009739.jpg,normal,rusak,0,1
1232,./test/rusak/AX_8870.jpeg,rusak,rusak,1,1
2973,./test/rusak/Japan_010156.jpg,rusak,rusak,1,1
1364,./test/rusak/China_Drone_000936.jpg,rusak,rusak,1,1
3795,./test/rusak/United_States_002025.jpg,rusak,rusak,1,1
559,./test/normal/India_009806.jpg,normal,rusak,0,1
1583,./test/rusak/China_MotorBike_000671.jpg,rusak,rusak,1,1
2181,./test/rusak/India_008128.jpg,rusak,rusak,1,1
1139,./test/normal/Norway_007503.jpg,normal,normal,0,0
2447,./test/rusak/Japan_002796.jpg,rusak,rusak,1,1
316,./test/normal/India_003877.jpg,normal,rusak,0,1
1590,./test/rusak/China_MotorBike_000748.jpg,rusak,rusak,1,1
3147,./test/rusak/Japan_012709.jpg,rusak,rusak,1,1
2617,./test/rusak/Japan_005110.jpg,rusak,rusak,1,1
1275,./test/rusak/China_Drone_000092.jpg,rusak,rusak,1,1
3794,./test/rusak/United_States_002016.jpg,rusak,rusak,1,1
3675,./test/rusak/United_States_000746.jpg,rusak,rusak,1,1
2427,./test/rusak/Japan_002563.jpg,rusak,rusak,1,1
2041,./test/rusak/India_004380.jpg,rusak,rusak,1,1
643,./test/normal/Norway_000113.jpg,normal,rusak,0,1
299,./test/normal/India_003536.jpg,normal,rusak,0,1
3588,./test/rusak/T_730.jpeg,rusak,rusak,1,1
3636,./test/rusak/United_States_000451.jpg,rusak,rusak,1,1
2781,./test/rusak/Japan_007692.jpg,rusak,rusak,1,1
156,./test/normal/Czech_003343.jpg,normal,rusak,0,1
195,./test/normal/India_000814.jpg,normal,rusak,0,1
616,./test/normal/Japan_010223.jpg,normal,rusak,0,1
3194,./test/rusak/K_12520.jpeg,rusak,rusak,1,1
803,./test/normal/Norway_002708.jpg,normal,normal,0,0
3417,./test/rusak/Norway_005456.jpg,rusak,normal,1,0
3338,./test/rusak/Norway_003295.jpg,rusak,rusak,1,1
3301,./test/rusak/Norway_001985.jpg,rusak,normal,1,0
5,./test/normal/Czech_000063.jpg,normal,normal,0,0
1287,./test/rusak/China_Drone_000246.jpg,rusak,rusak,1,1
2407,./test/rusak/Japan_002228.jpg,rusak,rusak,1,1
1618,./test/rusak/China_MotorBike_000965.jpg,rusak,rusak,1,1
3830,./test/rusak/United_States_002507.jpg,rusak,rusak,1,1
3076,./test/rusak/Japan_011668.jpg,rusak,rusak,1,1
2578,./test/rusak/Japan_004663.jpg,rusak,rusak,1,1
369,./test/normal/India_005108.jpg,normal,rusak,0,1
3804,./test/rusak/United_States_002151.jpg,rusak,rusak,1,1
1949,./test/rusak/India_002046.jpg,rusak,normal,1,0
211,./test/normal/India_001263.jpg,normal,rusak,0,1
1120,./test/normal/Norway_007189.jpg,normal,rusak,0,1
3763,./test/rusak/United_States_001783.jpg,rusak,rusak,1,1
1412,./test/rusak/China_Drone_001383.jpg,rusak,rusak,1,1
2760,./test/rusak/Japan_007354.jpg,rusak,rusak,1,1
3373,./test/rusak/Norway_004264.jpg,rusak,normal,1,0
3415,./test/rusak/Norway_005423.jpg,rusak,normal,1,0
3210,./test/rusak/L_4490.jpeg,rusak,rusak,1,1
940,./test/normal/Norway_004681.jpg,normal,normal,0,0
2680,./test/rusak/Japan_006178.jpg,rusak,rusak,1,1
2735,./test/rusak/Japan_007056.jpg,rusak,rusak,1,1
713,./test/normal/Norway_001129.jpg,normal,rusak,0,1
1853,./test/rusak/F_39820.jpeg,rusak,rusak,1,1
2455,./test/rusak/Japan_002951.jpg,rusak,rusak,1,1
361,./test/normal/India_005010.jpg,normal,rusak,0,1
1511,./test/rusak/China_MotorBike_000011.jpg,rusak,rusak,1,1
2625,./test/rusak/Japan_005256.jpg,rusak,rusak,1,1
1523,./test/rusak/China_MotorBike_000121.jpg,rusak,rusak,1,1
779,./test/normal/Norway_002351.jpg,normal,rusak,0,1
3012,./test/rusak/Japan_010659.jpg,rusak,rusak,1,1
890,./test/normal/Norway_003918.jpg,normal,normal,0,0
796,./test/normal/Norway_002597.jpg,normal,normal,0,0
3173,./test/rusak/Japan_012998.jpg,rusak,rusak,1,1
3424,./test/rusak/Norway_005758.jpg,rusak,rusak,1,1
1246,./test/rusak/BI_9380.jpeg,rusak,rusak,1,1
2535,./test/rusak/Japan_004122.jpg,rusak,rusak,1,1
519,./test/normal/India_008891.jpg,normal,rusak,0,1
3037,./test/rusak/Japan_011122.jpg,rusak,rusak,1,1
2174,./test/rusak/India_007955.jpg,rusak,rusak,1,1
936,./test/normal/Norway_004671.jpg,normal,normal,0,0
351,./test/normal/India_004868.jpg,normal,rusak,0,1
1341,./test/rusak/China_Drone_000731.jpg,rusak,rusak,1,1
3629,./test/rusak/United_States_000377.jpg,rusak,rusak,1,1
2252,./test/rusak/India_009513.jpg,rusak,normal,1,0
4165,./test/rusak/Y_48390.jpeg,rusak,rusak,1,1
2381,./test/rusak/Japan_001760.jpg,rusak,rusak,1,1
1015,./test/normal/Norway_005800.jpg,normal,normal,0,0
2193,./test/rusak/India_008475.jpg,rusak,rusak,1,1
1465,./test/rusak/China_Drone_001908.jpg,rusak,rusak,1,1
744,./test/normal/Norway_001646.jpg,normal,normal,0,0
686,./test/normal/Norway_000788.jpg,normal,normal,0,0
2142,./test/rusak/India_007037.jpg,rusak,rusak,1,1
677,./test/normal/Norway_000627.jpg,normal,rusak,0,1
3309,./test/rusak/Norway_002175.jpg,rusak,normal,1,0
725,./test/normal/Norway_001365.jpg,normal,rusak,0,1
2657,./test/rusak/Japan_005737.jpg,rusak,rusak,1,1
1313,./test/rusak/China_Drone_000451.jpg,rusak,rusak,1,1
1982,./test/rusak/India_002875.jpg,rusak,normal,1,0
3228,./test/rusak/Norway_000205.jpg,rusak,normal,1,0
2853,./test/rusak/Japan_008651.jpg,rusak,rusak,1,1
3474,./test/rusak/Norway_007034.jpg,rusak,rusak,1,1
1037,./test/normal/Norway_006068.jpg,normal,normal,0,0
1736,./test/rusak/Czech_000853.jpg,rusak,rusak,1,1
2966,./test/rusak/Japan_010081.jpg,rusak,rusak,1,1
3728,./test/rusak/United_States_001425.jpg,rusak,rusak,1,1
458,./test/normal/India_007314.jpg,normal,normal,0,0
1203,./test/rusak/AE_7510.jpeg,rusak,normal,1,0
955,./test/normal/Norway_004965.jpg,normal,normal,0,0
924,./test/normal/Norway_004372.jpg,normal,normal,0,0
2661,./test/rusak/Japan_005801.jpg,rusak,normal,1,0
3892,./test/rusak/United_States_003099.jpg,rusak,rusak,1,1
338,./test/normal/India_004579.jpg,normal,normal,0,0
2929,./test/rusak/Japan_009690.jpg,rusak,rusak,1,1
4146,./test/rusak/Y_36870.jpeg,rusak,rusak,1,1
719,./test/normal/Norway_001230.jpg,normal,normal,0,0
1936,./test/rusak/India_001669.jpg,rusak,rusak,1,1
305,./test/normal/India_003663.jpg,normal,rusak,0,1
1118,./test/normal/Norway_007153.jpg,normal,normal,0,0
2210,./test/rusak/India_008657.jpg,rusak,rusak,1,1
1772,./test/rusak/Czech_002269.jpg,rusak,rusak,1,1
376,./test/normal/India_005276.jpg,normal,rusak,0,1
1505,./test/rusak/China_Drone_002361.jpg,rusak,rusak,1,1
2570,./test/rusak/Japan_004584.jpg,rusak,rusak,1,1
3756,./test/rusak/United_States_001673.jpg,rusak,rusak,1,1
2728,./test/rusak/Japan_006972.jpg,rusak,rusak,1,1
1934,./test/rusak/India_001659.jpg,rusak,rusak,1,1
1032,./test/normal/Norway_006008.jpg,normal,rusak,0,1
2769,./test/rusak/Japan_007462.jpg,rusak,rusak,1,1
3375,./test/rusak/Norway_004347.jpg,rusak,normal,1,0
793,./test/normal/Norway_002582.jpg,normal,rusak,0,1
2702,./test/rusak/Japan_006516.jpg,rusak,rusak,1,1
2383,./test/rusak/Japan_001892.jpg,rusak,rusak,1,1
628,./test/normal/Japan_011972.jpg,normal,rusak,0,1
422,./test/normal/India_006454.jpg,normal,rusak,0,1
330,./test/normal/India_004344.jpg,normal,rusak,0,1
1791,./test/rusak/Czech_002811.jpg,rusak,normal,1,0
1248,./test/rusak/BI_9790.jpeg,rusak,rusak,1,1
2694,./test/rusak/Japan_006415.jpg,rusak,rusak,1,1
3596,./test/rusak/United_States_000061.jpg,rusak,rusak,1,1
3088,./test/rusak/Japan_011785.jpg,rusak,rusak,1,1
3343,./test/rusak/Norway_003458.jpg,rusak,rusak,1,1
2707,./test/rusak/Japan_006573.jpg,rusak,rusak,1,1
2554,./test/rusak/Japan_004369.jpg,rusak,rusak,1,1
710,./test/normal/Norway_001105.jpg,normal,normal,0,0
1101,./test/normal/Norway_006977.jpg,normal,rusak,0,1
3820,./test/rusak/United_States_002383.jpg,rusak,rusak,1,1
2669,./test/rusak/Japan_005904.jpg,rusak,rusak,1,1
1586,./test/rusak/China_MotorBike_000712.jpg,rusak,rusak,1,1
3297,./test/rusak/Norway_001941.jpg,rusak,normal,1,0
1013,./test/normal/Norway_005774.jpg,normal,normal,0,0
493,./test/normal/India_008428.jpg,normal,rusak,0,1
3988,./test/rusak/United_States_004043.jpg,rusak,rusak,1,1
3982,./test/rusak/United_States_004001.jpg,rusak,rusak,1,1
1836,./test/rusak/F_12940.jpeg,rusak,rusak,1,1
1367,./test/rusak/China_Drone_000952.jpg,rusak,rusak,1,1
1495,./test/rusak/China_Drone_002210.jpg,rusak,rusak,1,1
2140,./test/rusak/India_006945.jpg,rusak,rusak,1,1
175,./test/normal/India_000117.jpg,normal,rusak,0,1
981,./test/normal/Norway_005455.jpg,normal,rusak,0,1
1148,./test/normal/Norway_007691.jpg,normal,normal,0,0
826,./test/normal/Norway_003107.jpg,normal,normal,0,0
3565,./test/rusak/Q_10260.jpeg,rusak,rusak,1,1
1572,./test/rusak/China_MotorBike_000523.jpg,rusak,rusak,1,1
2928,./test/rusak/Japan_009666.jpg,rusak,rusak,1,1
2433,./test/rusak/Japan_002607.jpg,rusak,rusak,1,1
2308,./test/rusak/Japan_000609.jpg,rusak,normal,1,0
764,./test/normal/Norway_002098.jpg,normal,rusak,0,1
3896,./test/rusak/United_States_003137.jpg,rusak,rusak,1,1
1195,./test/rusak/AD_16900.jpeg,rusak,rusak,1,1
3796,./test/rusak/United_States_002055.jpg,rusak,rusak,1,1
1276,./test/rusak/China_Drone_000116.jpg,rusak,rusak,1,1
1047,./test/normal/Norway_006184.jpg,normal,rusak,0,1
864,./test/normal/Norway_003596.jpg,normal,normal,0,0
674,./test/normal/Norway_000563.jpg,normal,normal,0,0
2385,./test/rusak/Japan_001898.jpg,rusak,rusak,1,1
1359,./test/rusak/China_Drone_000872.jpg,rusak,rusak,1,1
4082,./test/rusak/V_12610.jpeg,rusak,rusak,1,1
3757,./test/rusak/United_States_001682.jpg,rusak,rusak,1,1
2768,./test/rusak/Japan_007448.jpg,rusak,rusak,1,1
1733,./test/rusak/Czech_000744.jpg,rusak,normal,1,0
427,./test/normal/India_006551.jpg,normal,rusak,0,1
1390,./test/rusak/China_Drone_001206.jpg,rusak,rusak,1,1
1752,./test/rusak/Czech_001596.jpg,rusak,rusak,1,1
923,./test/normal/Norway_004371.jpg,normal,rusak,0,1
240,./test/normal/India_002002.jpg,normal,rusak,0,1
2180,./test/rusak/India_008116.jpg,rusak,rusak,1,1
670,./test/normal/Norway_000477.jpg,normal,normal,0,0
3750,./test/rusak/United_States_001647.jpg,rusak,rusak,1,1
3806,./test/rusak/United_States_002153.jpg,rusak,rusak,1,1
3223,./test/rusak/Norway_000092.jpg,rusak,rusak,1,1
3472,./test/rusak/Norway_007022.jpg,rusak,rusak,1,1
2234,./test/rusak/India_009175.jpg,rusak,rusak,1,1
1023,./test/normal/Norway_005903.jpg,normal,normal,0,0
728,./test/normal/Norway_001401.jpg,normal,normal,0,0
133,./test/normal/Czech_002751.jpg,normal,normal,0,0
1044,./test/normal/Norway_006157.jpg,normal,normal,0,0
366,./test/normal/India_005089.jpg,normal,rusak,0,1
3489,./test/rusak/Norway_007306.jpg,rusak,rusak,1,1
3447,./test/rusak/Norway_006392.jpg,rusak,normal,1,0
1140,./test/normal/Norway_007529.jpg,normal,rusak,0,1
2063,./test/rusak/India_004894.jpg,rusak,rusak,1,1
259,./test/normal/India_002569.jpg,normal,rusak,0,1
2131,./test/rusak/India_006640.jpg,rusak,rusak,1,1
2357,./test/rusak/Japan_001376.jpg,rusak,rusak,1,1
2539,./test/rusak/Japan_004196.jpg,rusak,rusak,1,1
3760,./test/rusak/United_States_001730.jpg,rusak,rusak,1,1
2297,./test/rusak/Japan_000487.jpg,rusak,rusak,1,1
3549,./test/rusak/P_31860.jpeg,rusak,rusak,1,1
264,./test/normal/India_002625.jpg,normal,rusak,0,1
385,./test/normal/India_005591.jpg,normal,rusak,0,1
3776,./test/rusak/United_States_001892.jpg,rusak,rusak,1,1
3400,./test/rusak/Norway_004859.jpg,rusak,rusak,1,1
2667,./test/rusak/Japan_005837.jpg,rusak,rusak,1,1
3507,./test/rusak/Norway_007694.jpg,rusak,rusak,1,1
701,./test/normal/Norway_001005.jpg,normal,normal,0,0
2,./test/normal/Czech_000034.jpg,normal,normal,0,0
272,./test/normal/India_002917.jpg,normal,rusak,0,1
2459,./test/rusak/Japan_003015.jpg,rusak,rusak,1,1
277,./test/normal/India_003084.jpg,normal,rusak,0,1
1319,./test/rusak/China_Drone_000520.jpg,rusak,rusak,1,1
1939,./test/rusak/India_001692.jpg,rusak,rusak,1,1
2194,./test/rusak/India_008486.jpg,rusak,rusak,1,1
1957,./test/rusak/India_002135.jpg,rusak,rusak,1,1
3303,./test/rusak/Norway_002087.jpg,rusak,normal,1,0
2722,./test/rusak/Japan_006843.jpg,rusak,rusak,1,1
2017,./test/rusak/India_003831.jpg,rusak,rusak,1,1
2110,./test/rusak/India_005986.jpg,rusak,normal,1,0
3258,./test/rusak/Norway_000859.jpg,rusak,rusak,1,1
2542,./test/rusak/Japan_004256.jpg,rusak,rusak,1,1
1094,./test/normal/Norway_006840.jpg,normal,rusak,0,1
1602,./test/rusak/China_MotorBike_000847.jpg,rusak,rusak,1,1
1751,./test/rusak/Czech_001485.jpg,rusak,rusak,1,1
1783,./test/rusak/Czech_002479.jpg,rusak,normal,1,0
1944,./test/rusak/India_001798.jpg,rusak,rusak,1,1
1496,./test/rusak/China_Drone_002229.jpg,rusak,rusak,1,1
964,./test/normal/Norway_005067.jpg,normal,rusak,0,1
2909,./test/rusak/Japan_009364.jpg,rusak,rusak,1,1
179,./test/normal/India_000179.jpg,normal,rusak,0,1
4079,./test/rusak/U_3490.jpeg,rusak,rusak,1,1
2004,./test/rusak/India_003473.jpg,rusak,normal,1,0
3440,./test/rusak/Norway_006144.jpg,rusak,rusak,1,1
2699,./test/rusak/Japan_006486.jpg,rusak,rusak,1,1
109,./test/normal/Czech_002292.jpg,normal,normal,0,0
687,./test/normal/Norway_000799.jpg,normal,normal,0,0
3304,./test/rusak/Norway_002093.jpg,rusak,rusak,1,1
1363,./test/rusak/China_Drone_000907.jpg,rusak,rusak,1,1
999,./test/normal/Norway_005650.jpg,normal,normal,0,0
3347,./test/rusak/Norway_003574.jpg,rusak,rusak,1,1
488,./test/normal/India_008278.jpg,normal,rusak,0,1
2703,./test/rusak/Japan_006531.jpg,rusak,rusak,1,1
2192,./test/rusak/India_008393.jpg,rusak,rusak,1,1
2401,./test/rusak/Japan_002133.jpg,rusak,rusak,1,1
3397,./test/rusak/Norway_004781.jpg,rusak,normal,1,0
589,./test/normal/Japan_005294.jpg,normal,rusak,0,1
3864,./test/rusak/United_States_002831.jpg,rusak,rusak,1,1
1953,./test/rusak/India_002098.jpg,rusak,normal,1,0
1157,./test/normal/Norway_007867.jpg,normal,rusak,0,1
2239,./test/rusak/India_009260.jpg,rusak,rusak,1,1
3477,./test/rusak/Norway_007093.jpg,rusak,rusak,1,1
1815,./test/rusak/Czech_003444.jpg,rusak,normal,1,0
3945,./test/rusak/United_States_003689.jpg,rusak,rusak,1,1
1052,./test/normal/Norway_006221.jpg,normal,normal,0,0
3430,./test/rusak/Norway_005913.jpg,rusak,rusak,1,1
1174,./test/rusak/AC_12040.jpeg,rusak,rusak,1,1
2204,./test/rusak/India_008618.jpg,rusak,rusak,1,1
1271,./test/rusak/China_Drone_000071.jpg,rusak,rusak,1,1
1368,./test/rusak/China_Drone_000957.jpg,rusak,rusak,1,1
1225,./test/rusak/AX_4840.jpeg,rusak,rusak,1,1
3378,./test/rusak/Norway_004380.jpg,rusak,rusak,1,1
3573,./test/rusak/Q_5130.jpeg,rusak,rusak,1,1
3743,./test/rusak/United_States_001544.jpg,rusak,rusak,1,1
2224,./test/rusak/India_008976.jpg,rusak,rusak,1,1
3908,./test/rusak/United_States_003248.jpg,rusak,rusak,1,1
2865,./test/rusak/Japan_008815.jpg,rusak,rusak,1,1
1122,./test/normal/Norway_007198.jpg,normal,normal,0,0
880,./test/normal/Norway_003816.jpg,normal,normal,0,0
2668,./test/rusak/Japan_005842.jpg,rusak,rusak,1,1
3949,./test/rusak/United_States_003714.jpg,rusak,rusak,1,1
3576,./test/rusak/Q_7570.jpeg,rusak,rusak,1,1
2415,./test/rusak/Japan_002319.jpg,rusak,rusak,1,1
2460,./test/rusak/Japan_003040.jpg,rusak,rusak,1,1
76,./test/normal/Czech_001466.jpg,normal,normal,0,0
1519,./test/rusak/China_MotorBike_000087.jpg,rusak,rusak,1,1
2249,./test/rusak/India_009426.jpg,rusak,rusak,1,1
3705,./test/rusak/United_States_001147.jpg,rusak,rusak,1,1
2569,./test/rusak/Japan_004571.jpg,rusak,rusak,1,1
1380,./test/rusak/China_Drone_001095.jpg,rusak,rusak,1,1
1509,./test/rusak/China_Drone_002394.jpg,rusak,rusak,1,1
3471,./test/rusak/Norway_007000.jpg,rusak,normal,1,0
1886,./test/rusak/India_000462.jpg,rusak,rusak,1,1
1410,./test/rusak/China_Drone_001368.jpg,rusak,rusak,1,1
3923,./test/rusak/United_States_003433.jpg,rusak,rusak,1,1
9,./test/normal/Czech_000206.jpg,normal,normal,0,0
1922,./test/rusak/India_001282.jpg,rusak,rusak,1,1
3499,./test/rusak/Norway_007483.jpg,rusak,normal,1,0
618,./test/normal/Japan_010647.jpg,normal,rusak,0,1
3764,./test/rusak/United_States_001788.jpg,rusak,rusak,1,1
3305,./test/rusak/Norway_002101.jpg,rusak,normal,1,0
69,./test/normal/Czech_001341.jpg,normal,normal,0,0
29,./test/normal/Czech_000682.jpg,normal,rusak,0,1
2285,./test/rusak/Japan_000325.jpg,rusak,rusak,1,1
1280,./test/rusak/China_Drone_000167.jpg,rusak,rusak,1,1
4054,./test/rusak/United_States_004639.jpg,rusak,rusak,1,1
846,./test/normal/Norway_003334.jpg,normal,rusak,0,1
3526,./test/rusak/N_38090.jpeg,rusak,rusak,1,1
2277,./test/rusak/Japan_000194.jpg,rusak,normal,1,0
300,./test/normal/India_003554.jpg,normal,rusak,0,1
2337,./test/rusak/Japan_001039.jpg,rusak,rusak,1,1
2039,./test/rusak/India_004268.jpg,rusak,rusak,1,1
1577,./test/rusak/China_MotorBike_000569.jpg,rusak,rusak,1,1
2343,./test/rusak/Japan_001105.jpg,rusak,rusak,1,1
1283,./test/rusak/China_Drone_000192.jpg,rusak,rusak,1,1
3480,./test/rusak/Norway_007124.jpg,rusak,normal,1,0
1501,./test/rusak/China_Drone_002299.jpg,rusak,rusak,1,1
3723,./test/rusak/United_States_001354.jpg,rusak,rusak,1,1
158,./test/normal/Czech_003372.jpg,normal,rusak,0,1
874,./test/normal/Norway_003667.jpg,normal,normal,0,0
4119,./test/rusak/X_9730.jpeg,rusak,rusak,1,1
1952,./test/rusak/India_002078.jpg,rusak,normal,1,0
1430,./test/rusak/China_Drone_001526.jpg,rusak,rusak,1,1
1695,./test/rusak/China_MotorBike_001769.jpg,rusak,rusak,1,1
2010,./test/rusak/India_003691.jpg,rusak,normal,1,0
2727,./test/rusak/Japan_006940.jpg,rusak,rusak,1,1
2125,./test/rusak/India_006386.jpg,rusak,rusak,1,1
3014,./test/rusak/Japan_010716.jpg,rusak,rusak,1,1
1818,./test/rusak/Czech_003494.jpg,rusak,rusak,1,1
349,./test/normal/India_004784.jpg,normal,normal,0,0
2718,./test/rusak/Japan_006778.jpg,rusak,rusak,1,1
2747,./test/rusak/Japan_007223.jpg,rusak,rusak,1,1
547,./test/normal/India_009601.jpg,normal,normal,0,0
3357,./test/rusak/Norway_003882.jpg,rusak,rusak,1,1
2323,./test/rusak/Japan_000810.jpg,rusak,rusak,1,1
228,./test/normal/India_001712.jpg,normal,rusak,0,1
37,./test/normal/Czech_000858.jpg,normal,normal,0,0
2941,./test/rusak/Japan_009805.jpg,rusak,rusak,1,1
4136,./test/rusak/Y_31300.jpeg,rusak,rusak,1,1
3487,./test/rusak/Norway_007232.jpg,rusak,normal,1,0
2673,./test/rusak/Japan_006012.jpg,rusak,rusak,1,1
235,./test/normal/India_001849.jpg,normal,rusak,0,1
3745,./test/rusak/United_States_001575.jpg,rusak,rusak,1,1
2506,./test/rusak/Japan_003653.jpg,rusak,rusak,1,1
3926,./test/rusak/United_States_003479.jpg,rusak,rusak,1,1
1223,./test/rusak/AX_3210.jpeg,rusak,rusak,1,1
137,./test/normal/Czech_002881.jpg,normal,normal,0,0
3697,./test/rusak/United_States_001037.jpg,rusak,rusak,1,1
4081,./test/rusak/U_8500.jpeg,rusak,rusak,1,1
353,./test/normal/India_004890.jpg,normal,rusak,0,1
446,./test/normal/India_006929.jpg,normal,normal,0,0
1526,./test/rusak/China_MotorBike_000136.jpg,rusak,rusak,1,1
2522,./test/rusak/Japan_003933.jpg,rusak,rusak,1,1
2777,./test/rusak/Japan_007575.jpg,rusak,rusak,1,1
832,./test/normal/Norway_003218.jpg,normal,rusak,0,1
856,./test/normal/Norway_003507.jpg,normal,normal,0,0
3237,./test/rusak/Norway_000400.jpg,rusak,normal,1,0
3464,./test/rusak/Norway_006902.jpg,rusak,rusak,1,1
2487,./test/rusak/Japan_003379.jpg,rusak,rusak,1,1
1269,./test/rusak/China_Drone_000047.jpg,rusak,rusak,1,1
2873,./test/rusak/Japan_008960.jpg,rusak,rusak,1,1
1014,./test/normal/Norway_005787.jpg,normal,normal,0,0
1856,./test/rusak/F_52860.jpeg,rusak,rusak,1,1
2347,./test/rusak/Japan_001205.jpg,rusak,rusak,1,1
1266,./test/rusak/China_Drone_000010.jpg,rusak,rusak,1,1
1708,./test/rusak/China_MotorBike_001900.jpg,rusak,rusak,1,1
2638,./test/rusak/Japan_005437.jpg,rusak,rusak,1,1
1696,./test/rusak/China_MotorBike_001773.jpg,rusak,rusak,1,1
2448,./test/rusak/Japan_002835.jpg,rusak,rusak,1,1
2497,./test/rusak/Japan_003568.jpg,rusak,rusak,1,1
3422,./test/rusak/Norway_005669.jpg,rusak,rusak,1,1
3553,./test/rusak/P_33960.jpeg,rusak,rusak,1,1
2835,./test/rusak/Japan_008491.jpg,rusak,rusak,1,1
1399,./test/rusak/China_Drone_001263.jpg,rusak,rusak,1,1
2946,./test/rusak/Japan_009893.jpg,rusak,rusak,1,1
4045,./test/rusak/United_States_004562.jpg,rusak,rusak,1,1
3062,./test/rusak/Japan_011462.jpg,rusak,rusak,1,1
53,./test/normal/Czech_001100.jpg,normal,normal,0,0
3851,./test/rusak/United_States_002692.jpg,rusak,rusak,1,1
3819,./test/rusak/United_States_002359.jpg,rusak,rusak,1,1
2294,./test/rusak/Japan_000453.jpg,rusak,rusak,1,1
791,./test/normal/Norway_002570.jpg,normal,rusak,0,1
3658,./test/rusak/United_States_000620.jpg,rusak,rusak,1,1
1317,./test/rusak/China_Drone_000474.jpg,rusak,rusak,1,1
2594,./test/rusak/Japan_004818.jpg,rusak,rusak,1,1
1945,./test/rusak/India_001861.jpg,rusak,rusak,1,1
4022,./test/rusak/United_States_004342.jpg,rusak,rusak,1,1
657,./test/normal/Norway_000301.jpg,normal,normal,0,0
3747,./test/rusak/United_States_001591.jpg,rusak,rusak,1,1
149,./test/normal/Czech_003141.jpg,normal,normal,0,0
1544,./test/rusak/China_MotorBike_000277.jpg,rusak,rusak,1,1
2412,./test/rusak/Japan_002298.jpg,rusak,rusak,1,1
4124,./test/rusak/Y_27170.jpeg,rusak,rusak,1,1
332,./test/normal/India_004367.jpg,normal,normal,0,0
852,./test/normal/Norway_003453.jpg,normal,rusak,0,1
1036,./test/normal/Norway_006043.jpg,normal,normal,0,0
503,./test/normal/India_008586.jpg,normal,normal,0,0
320,./test/normal/India_003989.jpg,normal,normal,0,0
3377,./test/rusak/Norway_004362.jpg,rusak,rusak,1,1
2076,./test/rusak/India_005242.jpg,rusak,rusak,1,1
1003,./test/normal/Norway_005706.jpg,normal,rusak,0,1
3748,./test/rusak/United_States_001600.jpg,rusak,rusak,1,1
1311,./test/rusak/China_Drone_000437.jpg,rusak,rusak,1,1
4088,./test/rusak/X_10540.jpeg,rusak,rusak,1,1
